answerFile	experiment	item	condition	participant	ProContext	PerContext	PerContextShort	Context	ContextOriginal	contextFile	response	Contour	Country	Province	BirthYear	Born	Gender	corpusC	item.Prod	participant.Prod
contour_1543_1_1.wav	contPer2	1	1	1953	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_1_3.wav	4	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_1.wav	contPer2	1	1	1880	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_1_3.wav	7	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_1.wav	contPer2	1	3	1954	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_1_3.wav	4	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_1.wav	contPer2	1	2	1101	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_1_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_1.wav	contPer2	1	2	1955	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_1_3.wav	7	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_1.wav	contPer2	1	3	1362	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_1_3.wav	2	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	1	1878	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_1_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	1	1926	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_1_3.wav	2	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	2	98	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_1_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	3	1855	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_1_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	1	1612	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_1_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	3	1962	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_1_3.wav	6	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	3	1965	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_1_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	2	1964	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_1_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	3	1680	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_1_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	2	1877	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_1_3.wav	7	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	3	1919	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_1_3.wav	7	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	2	1886	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_1_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	1	1471	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_1_3.wav	5	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	1	1963	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_1_3.wav	4	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_2.wav	contPer4	40	1	1617	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_1_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	3	2031	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	3	2034	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	2	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	3	2029	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	5	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	2	2014	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	4	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	2	1697	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	2	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	1	2028	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	2	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	3	1985	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	2	1684	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	2	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	1	1983	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	7	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	2	2025	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	3	198	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	3	2027	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	3	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	1	2015	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	1	2026	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	2	2035	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	3	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_1_3.wav	contPer6	97	1	2030	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	1	1543
contour_1543_2_1.wav	contPer6	22	2	2014	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	5	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	2	2035	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	5	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	2	1697	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	2	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	2	2025	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	2	1684	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	4	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	3	2027	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	5	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	3	1985	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	7	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	3	2031	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	7	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	1	2015	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	1	1983	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	8	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	1	2026	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	1	2030	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	3	2034	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	4	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	1	2028	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	3	2029	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	2	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_1.wav	contPer6	22	3	198	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	8	Contradiction Contour	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	1	31	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	1	1979	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	2	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	3	1969	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	2	1943	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	6	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	3	1893	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	1	1950	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	2	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	1	1980	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	2	1966	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	3	1967	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	2	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	1	1972	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	2	1970	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	2	1960	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	3	1982	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	4	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	1	1968	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	2	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	2	1975	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_2.wav	contPer5	48	3	1928	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	1	1526	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_2_3.wav	3	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	3	1403	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_2_3.wav	7	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	3	1323	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_2_3.wav	8	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	1	1080	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_2_3.wav	1	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	1	1673	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_2_3.wav	2	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	3	1286	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_2_3.wav	5	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	2	1113	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_2_3.wav	5	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	2	525	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_2_3.wav	3	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	2	1734	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_2_3.wav	3	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	2	961	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_2_3.wav	3	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	1	1749	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_2_3.wav	1	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	3	503	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_2_3.wav	6	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	2	1556	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_2_3.wav	6	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	3	1859	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_2_3.wav	7	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_2_3.wav	contPer3	95	1	1384	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_2_3.wav	2	RFR	NA	NA	1986	NA	Female	Yes	2	1543
contour_1543_3_1.wav	contPer2	7	3	1362	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	3	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	2	1958	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	8	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	2	1955	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	8	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	3	1957	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	1	1947	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	7	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	1	1956	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	2	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	1	1953	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	7	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	2	1949	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	1	1035	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	8	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	1	1880	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	3	1948	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	3	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	2	1101	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	6	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	3	1954	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	2	1952	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	NA	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	1	1950	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	8	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_1.wav	contPer2	7	3	1951	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	1	Contradiction Contour	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	1	1943	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	3	1972	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	2	1928	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	7	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	1	1975	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	1	1966	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	3	1968	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	2	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	2	1969	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	3	31	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	1	1960	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	2	1982	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	7	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	1	1970	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	3	1950	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	6	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	3	1980	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	1	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	2	1893	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	3	1979	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	2	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_2.wav	contPer5	70	2	1967	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	8	Yes/No Rise	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_3.wav	contPer7	63	1	2051	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_3_3.wav	1	RFR	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_3.wav	contPer7	63	3	2040	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_3_3.wav	8	RFR	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_3.wav	contPer7	63	3	2046	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_3_3.wav	8	RFR	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_3.wav	contPer7	63	1	2035	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_3_3.wav	1	RFR	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_3.wav	contPer7	63	1	2042	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_3_3.wav	2	RFR	NA	NA	1986	NA	Female	Yes	3	1543
contour_1543_3_3.wav	contPer7	63	2	2049	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_3_3.wav	2	RFR	NA	NA	1986	NA	Female	Yes	3	1543
