participant	experiment	item	condition	setup	context	text	woi	contextFile	playlist	order	trialN	session	recordedFile	trialDuration	date	trialStart	trialEnd	Gender	BirthYear	Language	AudioCorpusConsent	Context	Contour	Prominence
1471	contour	4	2	Your friend always picks the cheese off her pizza, so you know she doesn't eat cheese. So you're very surprised by what she says, and your answer should reflect that.	Ooh the triple cheese omelette looks good. I like cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_2_4_3.wav	2	22	22	1	contour_1471_4_2.wav	13.2358	11-Dec-13	17:05:11	17:05:25	Female	1981	English	yes	Intended Incredulity	Yes/No Rise	Verb
1471	contour	5	1	You know for a fact that your friend went shopping yesterday because you were with her when she went to the mall. So you're very surprised by what she says, and your answer should reflect that.	Today my Mom told me I'm addicted to shopping, so I told her I didn't go shopping at all yesterday.	You went shopping	you_1 went_2 shopping_3	contRecord_1_5_3.wav	2	23	23	1	contour_1471_5_1.wav	20.8626	11-Dec-13	17:05:25	17:05:46	Female	1981	English	yes	Intended Contradiction	Yes/No Rise	Object
1471	contour	9	3	You know that your friend has a bike, and that she's just being lazy, so you want to suggest that she could in fact get there by bike, though you're not sure if there might be other options.	I can't join you because it starts after the metro stops running, and I have no way of getting there.	You have a bike	you_1 have_2 a bike_3	contRecord_3_9_3.wav	2	24	24	1	contour_1471_9_3.wav	38.571	11-Dec-13	17:05:47	17:06:25	Female	1981	English	yes	Intended Implication	RFR	Object
1471	contour	1	2	Just the other day your friend was bad-talking John, so you know for a fact that she doesn't like him.  So you're very surprised by what she says, and your answer should reflect that.	Yesterday Sarah kept saying mean things about John and I was really uncomfortable because John's a nice guy, I really like him.	You like John	you_1 like_2 john_3	contRecord_2_1_3.wav	2	25	25	1	contour_1471_1_2.wav	21.6741	11-Dec-13	17:06:26	17:06:48	Female	1981	English	yes	Intended Incredulity	Yes/No Rise	Object
1471	contour	6	2	You and your friend are out for a night on the town, and she got you to pay for her drinks all night because she claimed she didn't have any money. So you're very surprised by what she says, and your answer should reflect that.	Let's take a cab home, I'll pay for it. 	You have money	you_1 have_2 money_3	contRecord_2_6_3.wav	2	17	17	1	contour_1471_6_2.wav	15.8181	11-Dec-13	17:03:03	17:03:18	Female	1981	English	yes	Intended Incredulity	Yes/No Rise	Object
1471	contour	2	1	Yesterday at Starbucks your friend ordered tea and you know for a fact that she drinks tea. So you're very surprised by what she says, and your answer should reflect that.	Yesterday I got home and my mom had made me tea. Ick. I never drink tea.	You drink tea	you_1 drink_2 tea_3	contRecord_1_2_3.wav	2	27	27	1	contour_1471_2_1.wav	14.4817	11-Dec-13	17:07:33	17:07:47	Female	1981	English	yes	Intended Contradiction	Polarity Focus	Verb
1471	contour	2	3	You know your friend likes tea, and they serve tea in this place, so you want to suggest that that's something she could order, but you're not sure whether there is anything else that she could drink.	I don't like going to this place because there is nothing I drink that I can order there.	You drink tea	you_1 drink_2 tea_3	contRecord_3_2_3.wav	2	16	16	1	contour_1471_2_3.wav	29.1529	11-Dec-13	17:02:33	17:03:02	Female	1981	English	yes	Intended Implication	Upstepped Fall	Object
15	contour	1	1	Your friend spent the whole day with John yesterday and you know for a fact that she likes him. So you're very surprised by what she says, and your answer should reflect that.	So yesterday Sarah asked me if I was going to John's Birthday party and I said no, I don't even like him.	You like John	you_1 like_2 john_3	contRecord_1_1_3.wav	3	13	13	1	contour_15_1_1.wav	17.2661	07-Nov-13	14:33:43	14:34:01	Female	1985	English	yes	Intended Contradiction	Polarity Focus	Verb
15	contour	9	2	You're surprised to hear that your friend wants to go on a bike ride, because usually she is allergic to any form of exercise. In fact, you're very surprised she even has a bike, and your answer should reflect that.	Hey, do you want to come for a bike ride down to the old town?	You have a bike	you_1 have_2 a bike_3	contRecord_2_9_3.wav	3	16	16	1	contour_15_9_2.wav	16.1053	07-Nov-13	14:34:34	14:34:51	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
15	contour	7	3	You know that your friend is friends with Manuel, who just got a job at the concert venue a couple of weeks ago, and you want to suggest that he could help, even if you don't know for sure whether he could. 	The concert tonight is all sold out and I didn't get a ticket yet! I wish I knew someone who worked there who could get me in. 	You know Manuel	you_1 know_2 Manuel_3	contRecord_3_7_3.wav	3	27	27	1	contour_15_7_3.wav	15.4347	07-Nov-13	14:37:57	14:38:13	Female	1985	English	yes	Intended Implication	RFR	Object
15	contour	6	1	You know for a fact that your friend has some money because you just gave her ten dollars half an hour ago. So you're very surprised by what she says, and your answer should reflect that.	Mark was just asking me to repay him for the ticket, but I told him I don't have any money right now.	You have money	you_1 have_2 money_3	contRecord_1_6_3.wav	3	19	19	1	contour_15_6_1.wav	13.0123	07-Nov-13	14:35:22	14:35:35	Female	1985	English	yes	Intended Contradiction	Fall	Object
15	contour	4	3	You know for a fact your friend loves cheese, and many of the dishes involve Swiss cheese, for example fondue. You want to suggest that at least she's going to be able to eat that, even if you're not sure whether there'll be many other things she'll like.	We're going to a Swiss restaurant, and I'm worried that there won't be much that I'd actually want to eat.	You eat cheese	you_1 eat_2 cheese_3	contRecord_3_4_3.wav	3	20	20	1	contour_15_4_3.wav	20.3622	07-Nov-13	14:35:36	14:35:56	Female	1985	English	yes	Intended Implication	Fall	Object
15	contour	8	2	You know your friend really dislikes dancing and can't dance, or at least that's what she always said. So you're very surprised by what she says, and your answer should reflect that.	Matt asked me out for a dance, and I said awesome, now I just need to get a dress for the occasion.	You can dance	you_1 can_2 dance_3	contRecord_2_8_3.wav	3	21	21	1	contour_15_8_2.wav	18.3334	07-Nov-13	14:35:57	14:36:15	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
15	contour	3	1	Your friend mentioned the other day that she wanted to buy a cat because she likes them. So you're very surprised by what she says, and your answer should reflect that.	I saw a stray cat the other day. Cats are such filthy creatures, I don't like them.	You like cats	you_1 like_2 cats_3	contRecord_1_3_3.wav	3	22	22	1	contour_15_3_1.wav	26.5219	07-Nov-13	14:36:16	14:36:43	Female	1985	English	yes	Intended Contradiction	Fall	Object
15	contour	5	2	Earlier today you made your friend promise not to go shopping without you because there is something you need to buy and you wanted to go with her. She promised she wouldn't, so you're very surprised by what she says, and your answer should reflect that.	Sorry I'm late, it took forever to get through check out at the store. Everyone is out shopping.	You went shopping	you_1 went_2 shopping_3	contRecord_2_5_3.wav	3	23	23	1	contour_15_5_2.wav	18.2257	07-Nov-13	14:36:43	14:37:02	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
15	contour	1	3	You know your friend John is attending the party, and you're sure the person you're talking with knows and likes him, but you're not sure whether she'll like anyone else, and your answer should reflect that.	I don't feel like going to this party tonight, I have the feeling I might not like any of the people there.	You like John	you_1 like_2 john_3	contRecord_3_1_3.wav	3	24	24	1	contour_15_1_3.wav	22.8028	07-Nov-13	14:37:02	14:37:25	Female	1985	English	yes	Intended Implication	Fall	Object
15	contour	9	1	You're surprised to hear this given that your friend has a bike in the basement of the dorm, or at least she did. So you're very surprised by what she says, and your answer should reflect that.	I can't join you today because you're going by bike, and I don't have one, so I'll just stay home.	You have a bike	you_1 have_2 a bike_3	contRecord_1_9_3.wav	3	25	25	1	contour_15_9_1.wav	18.6742	07-Nov-13	14:37:26	14:37:45	Female	1985	English	yes	Intended Contradiction	Fall	Object
15	contour	2	2	Yesterday at Starbucks you recommended a tea to your friend to which she responded, Ew, I don't drink tea! So you know for a fact that she doesn't drink tea. So you're very surprised by what she says, and your answer should reflect that.	Oh wow I went to second cup yesterday and ordered the best tea.	You drink tea	you_1 drink_2 tea_3	contRecord_2_2_3.wav	3	26	26	1	contour_15_2_2.wav	11.5788	07-Nov-13	14:37:45	14:37:57	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
15	contour	8	3	You know that Matt enjoys dancing and your friend is a good dancer, so you want to suggest that he might have asked her out for that reason, without being sure whether he has any other motives.	Matt asked me out for a dance, and I wonder why he did, I thought he liked Jennifer.	You can dance	you_1 can_2 dance_3	contRecord_3_8_3.wav	3	12	12	1	contour_15_8_3.wav	27.0361	07-Nov-13	14:33:16	14:33:43	Female	1985	English	yes	Intended Implication	RFR	Object
15	contour	4	2	Your friend always picks the cheese off her pizza, so you know she doesn't eat cheese. So you're very surprised by what she says, and your answer should reflect that.	Ooh the triple cheese omelette looks good. I like cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_2_4_3.wav	3	4	4	1	contour_15_4_2.wav	15.6511	07-Nov-13	14:30:15	14:30:31	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
15	contour	3	3	Your friend always cuddles with your cat when she comes over. So you think she likes cats, but you're not sure whether there any other animals that she might like.	She asked what my favorite animal is, but I'm not really sure, I'm just not an animal person. 	You like cats	you_1 like_2 cats_3	contRecord_3_3_3.wav	3	1	1	1	contour_15_3_3.wav	24.6372	07-Nov-13	14:29:02	14:29:27	Female	1985	English	yes	Intended Implication	Fall	Object
15	contour	7	1	You know for a fact that your friend knows Manuel because you are all in the same biology class together. So you're very surprised by what she says, and your answer should reflect that.	Jim was just asking me if I've seen Manuel, and I told him I don't know any Manuel.	You know Manuel	you_1 know_2 Manuel_3	contRecord_1_7_3.wav	3	17	17	1	contour_15_7_1.wav	12.2879	07-Nov-13	14:34:51	14:35:03	Female	1985	English	yes	Intended Contradiction	Other Fall	Object
15	contour	2	3	You know your friend likes tea, and they serve tea in this place, so you want to suggest that that's something she could order, but you're not sure whether there is anything else that she could drink.	I don't like going to this place because there is nothing I drink that I can order there.	You drink tea	you_1 drink_2 tea_3	contRecord_3_2_3.wav	3	18	18	1	contour_15_2_3.wav	17.5822	07-Nov-13	14:35:04	14:35:22	Female	1985	English	yes	Intended Implication	RFR	Object
15	contour	2	1	Yesterday at Starbucks your friend ordered tea and you know for a fact that she drinks tea. So you're very surprised by what she says, and your answer should reflect that.	Yesterday I got home and my mom had made me tea. Ick. I never drink tea.	You drink tea	you_1 drink_2 tea_3	contRecord_1_2_3.wav	3	8	8	1	contour_15_2_1.wav	15.2859	07-Nov-13	14:31:51	14:32:06	Female	1985	English	yes	Intended Contradiction	Polarity Focus	Verb
15	contour	9	3	You know that your friend has a bike, and that she's just being lazy, so you want to suggest that she could in fact get there by bike, though you're not sure if there might be other options.	I can't join you because it starts after the metro stops running, and I have no way of getting there.	You have a bike	you_1 have_2 a bike_3	contRecord_3_9_3.wav	3	5	5	1	contour_15_9_3.wav	26.4517	07-Nov-13	14:30:32	14:30:58	Female	1985	English	yes	Intended Implication	Polarity Focus	Verb
15	contour	5	1	You know for a fact that your friend went shopping yesterday because you were with her when she went to the mall. So you're very surprised by what she says, and your answer should reflect that.	Today my Mom told me I'm addicted to shopping, so I told her I didn't go shopping at all yesterday.	You went shopping	you_1 went_2 shopping_3	contRecord_1_5_3.wav	3	6	6	1	contour_15_5_1.wav	24.5771	07-Nov-13	14:30:59	14:31:24	Female	1985	English	yes	Intended Contradiction	Fall	Object
15	contour	1	2	Just the other day your friend was bad-talking John, so you know for a fact that she doesn't like him.  So you're very surprised by what she says, and your answer should reflect that.	Yesterday Sarah kept saying mean things about John and I was really uncomfortable because John's a nice guy, I really like him.	You like John	you_1 like_2 john_3	contRecord_2_1_3.wav	3	7	7	1	contour_15_1_2.wav	25.9619	07-Nov-13	14:31:24	14:31:50	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
15	contour	6	3	It's true that your friend has never responded to one of their letters, but it's a well known fact that she is very rich, and you want to suggest that this might be why they keep trying, even if you're not sure whether they might have other reasons.	I don't really know why this foundation keeps asking me for donations, they should know that I don't respond well to soliciting.	You have money	you_1 have_2 money_3	contRecord_3_6_3.wav	3	9	9	1	contour_15_6_3.wav	38.8858	07-Nov-13	14:32:07	14:32:46	Female	1985	English	yes	Intended Implication	RFR	Object
15	contour	4	1	You always orders pizza when you two hang out. You know for a fact that your friend eats cheese. So you're very surprised by what she says, and your answer should reflect that.	I don't like poutine because there's cheese on it! I don't eat cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_1_4_3.wav	3	10	10	1	contour_15_4_1.wav	13.6604	07-Nov-13	14:32:47	14:33:01	Female	1985	English	yes	Intended Contradiction	Polarity Focus	Verb
15	contour	6	2	You and your friend are out for a night on the town, and she got you to pay for her drinks all night because she claimed she didn't have any money. So you're very surprised by what she says, and your answer should reflect that.	Let's take a cab home, I'll pay for it. 	You have money	you_1 have_2 money_3	contRecord_2_6_3.wav	3	11	11	1	contour_15_6_2.wav	12.7957	07-Nov-13	14:33:01	14:33:14	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
15	contour	8	1	You know your friend is actually a pretty good dancer even if she hasn't had formal training, so you're very surprised to hear what she says and your answer should reflect that.	Matt asked me out for a dance, but I told him that I can't dance and that it would just be awkward.	You can dance	you_1 can_2 dance_3	contRecord_1_8_3.wav	3	2	2	1	contour_15_8_1.wav	22.6358	07-Nov-13	14:29:28	14:29:50	Female	1985	English	yes	Intended Contradiction	Polarity Focus	Verb
15	contour	5	3	It's true that your friend hasn't had a very good day, but she did get to go shopping and you know she really enjoys doing that even if you're not sure whether she got to do anything else she liked. 	This day has turned out to be so lame, I just wanted to have fun, but I didn't get to do a single thing I liked. 	You went shopping	you_1 went_2 shopping_3	contRecord_3_5_3.wav	3	14	14	1	contour_15_5_3.wav	18.0426	07-Nov-13	14:34:02	14:34:20	Female	1985	English	yes	Intended Implication	RFR	Object
15	contour	3	2	Your friend hates coming to your house because you own a cat. You know for a fact that she dislikes cats. So you're very surprised by what she says, and your answer should reflect that.	Dylan just got a new kitten! I can't wait to go see it, I like cats.	You like cats	you_1 like_2 cats_3	contRecord_2_3_3.wav	3	15	15	1	contour_15_3_2.wav	12.7649	07-Nov-13	14:34:21	14:34:34	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
15	contour	7	2	You told your friend earlier today that you need to get in touch with Manuel, but you didn't know how to contact him. At the time she just shrugged and didn't offer any help, so you assumed she didn't know him. So you're very surprised by what she says, and your answer should reflect that.	I just talked to Manuel, we're going to meet up later.	You know Manuel	you_1 know_2 Manuel_3	contRecord_2_7_3.wav	3	3	3	1	contour_15_7_2.wav	22.8753	07-Nov-13	14:29:51	14:30:14	Female	1985	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	7	3	You know that your friend is friends with Manuel, who just got a job at the concert venue a couple of weeks ago, and you want to suggest that he could help, even if you don't know for sure whether he could. 	The concert tonight is all sold out and I didn't get a ticket yet! I wish I knew someone who worked there who could get me in. 	You know Manuel	you_1 know_2 Manuel_3	contRecord_3_7_3.wav	1	1	1	1	contour_1543_7_3.wav	56.8306	20-Nov-13	12:15:06	12:16:03	Female	1986	English	yes	Intended Implication	Contradiction Contour	Object
1543	contour	8	2	You know your friend really dislikes dancing and can't dance, or at least that's what she always said. So you're very surprised by what she says, and your answer should reflect that.	Matt asked me out for a dance, and I said awesome, now I just need to get a dress for the occasion.	You can dance	you_1 can_2 dance_3	contRecord_2_8_3.wav	1	2	2	1	contour_1543_8_2.wav	42.3922	20-Nov-13	12:16:05	12:16:47	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	3	1	Your friend mentioned the other day that she wanted to buy a cat because she likes them. So you're very surprised by what she says, and your answer should reflect that.	I saw a stray cat the other day. Cats are such filthy creatures, I don't like them.	You like cats	you_1 like_2 cats_3	contRecord_1_3_3.wav	1	3	3	1	contour_1543_3_1.wav	20.7499	20-Nov-13	12:16:49	12:17:09	Female	1986	English	yes	Intended Contradiction	Contradiction Contour	Object
1543	contour	9	1	You're surprised to hear this given that your friend has a bike in the basement of the dorm, or at least she did. So you're very surprised by what she says, and your answer should reflect that.	I can't join you today because you're going by bike, and I don't have one, so I'll just stay home.	You have a bike	you_1 have_2 a bike_3	contRecord_1_9_3.wav	1	4	4	1	contour_1543_9_1.wav	26.4235	20-Nov-13	12:17:11	12:17:37	Female	1986	English	yes	Intended Contradiction	Contradiction Contour	Object
1543	contour	5	2	Earlier today you made your friend promise not to go shopping without you because there is something you need to buy and you wanted to go with her. She promised she wouldn't, so you're very surprised by what she says, and your answer should reflect that.	Sorry I'm late, it took forever to get through check out at the store. Everyone is out shopping.	You went shopping	you_1 went_2 shopping_3	contRecord_2_5_3.wav	1	5	5	1	contour_1543_5_2.wav	30.0213	20-Nov-13	12:17:38	12:18:08	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	4	3	You know for a fact your friend loves cheese, and many of the dishes involve Swiss cheese, for example fondue. You want to suggest that at least she's going to be able to eat that, even if you're not sure whether there'll be many other things she'll like.	We're going to a Swiss restaurant, and I'm worried that there won't be much that I'd actually want to eat.	You eat cheese	you_1 eat_2 cheese_3	contRecord_3_4_3.wav	1	6	6	1	contour_1543_4_3.wav	31.1095	20-Nov-13	12:18:09	12:18:40	Female	1986	English	yes	Intended Implication	Yes/No Rise	Object
1543	contour	1	3	You know your friend John is attending the party, and you're sure the person you're talking with knows and likes him, but you're not sure whether she'll like anyone else, and your answer should reflect that.	I don't feel like going to this party tonight, I have the feeling I might not like any of the people there.	You like John	you_1 like_2 john_3	contRecord_3_1_3.wav	1	7	7	1	contour_1543_1_3.wav	21.5324	20-Nov-13	12:18:41	12:19:02	Female	1986	English	yes	Intended Implication	Contradiction Contour	Object
1543	contour	6	1	You know for a fact that your friend has some money because you just gave her ten dollars half an hour ago. So you're very surprised by what she says, and your answer should reflect that.	Mark was just asking me to repay him for the ticket, but I told him I don't have any money right now.	You have money	you_1 have_2 money_3	contRecord_1_6_3.wav	1	8	8	1	contour_1543_6_1.wav	20.0594	20-Nov-13	12:19:03	12:19:23	Female	1986	English	yes	Intended Contradiction	Polarity Focus	Verb
1543	contour	2	2	Yesterday at Starbucks you recommended a tea to your friend to which she responded, Ew, I don't drink tea! So you know for a fact that she doesn't drink tea. So you're very surprised by what she says, and your answer should reflect that.	Oh wow I went to second cup yesterday and ordered the best tea.	You drink tea	you_1 drink_2 tea_3	contRecord_2_2_3.wav	1	9	9	1	contour_1543_2_2.wav	32.1004	20-Nov-13	12:19:24	12:19:56	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	7	1	You know for a fact that your friend knows Manuel because you are all in the same biology class together. So you're very surprised by what she says, and your answer should reflect that.	Jim was just asking me if I've seen Manuel, and I told him I don't know any Manuel.	You know Manuel	you_1 know_2 Manuel_3	contRecord_1_7_3.wav	1	10	10	1	contour_1543_7_1.wav	14.2544	20-Nov-13	12:19:57	12:20:11	Female	1986	English	yes	Intended Contradiction	Polarity Focus	Verb
1543	contour	3	2	Your friend hates coming to your house because you own a cat. You know for a fact that she dislikes cats. So you're very surprised by what she says, and your answer should reflect that.	Dylan just got a new kitten! I can't wait to go see it, I like cats.	You like cats	you_1 like_2 cats_3	contRecord_2_3_3.wav	1	11	11	1	contour_1543_3_2.wav	17.2113	20-Nov-13	12:20:12	12:20:29	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	8	3	You know that Matt enjoys dancing and your friend is a good dancer, so you want to suggest that he might have asked her out for that reason, without being sure whether he has any other motives.	Matt asked me out for a dance, and I wonder why he did, I thought he liked Jennifer.	You can dance	you_1 can_2 dance_3	contRecord_3_8_3.wav	1	12	12	1	contour_1543_8_3.wav	21.4693	20-Nov-13	12:20:30	12:20:51	Female	1986	English	yes	Intended Implication	Upstepped Fall	Object
1543	contour	9	2	You're surprised to hear that your friend wants to go on a bike ride, because usually she is allergic to any form of exercise. In fact, you're very surprised she even has a bike, and your answer should reflect that.	Hey, do you want to come for a bike ride down to the old town?	You have a bike	you_1 have_2 a bike_3	contRecord_2_9_3.wav	1	13	13	1	contour_1543_9_2.wav	11.8671	20-Nov-13	12:20:52	12:21:04	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	5	3	It's true that your friend hasn't had a very good day, but she did get to go shopping and you know she really enjoys doing that even if you're not sure whether she got to do anything else she liked. 	This day has turned out to be so lame, I just wanted to have fun, but I didn't get to do a single thing I liked. 	You went shopping	you_1 went_2 shopping_3	contRecord_3_5_3.wav	1	14	14	1	contour_1543_5_3.wav	26.4523	20-Nov-13	12:21:05	12:21:31	Female	1986	English	yes	Intended Implication	Upstepped Fall	Object
1543	contour	4	1	You always orders pizza when you two hang out. You know for a fact that your friend eats cheese. So you're very surprised by what she says, and your answer should reflect that.	I don't like poutine because there's cheese on it! I don't eat cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_1_4_3.wav	1	15	15	1	contour_1543_4_1.wav	11.2156	20-Nov-13	12:21:32	12:21:43	Female	1986	English	yes	Intended Contradiction	Contradiction Contour	Object
1543	contour	2	3	You know your friend likes tea, and they serve tea in this place, so you want to suggest that that's something she could order, but you're not sure whether there is anything else that she could drink.	I don't like going to this place because there is nothing I drink that I can order there.	You drink tea	you_1 drink_2 tea_3	contRecord_3_2_3.wav	1	16	16	1	contour_1543_2_3.wav	21.5181	20-Nov-13	12:21:44	12:22:05	Female	1986	English	yes	Intended Implication	RFR	Object
1543	contour	6	2	You and your friend are out for a night on the town, and she got you to pay for her drinks all night because she claimed she didn't have any money. So you're very surprised by what she says, and your answer should reflect that.	Let's take a cab home, I'll pay for it. 	You have money	you_1 have_2 money_3	contRecord_2_6_3.wav	1	17	17	1	contour_1543_6_2.wav	11.6558	20-Nov-13	12:22:06	12:22:18	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	1	1	Your friend spent the whole day with John yesterday and you know for a fact that she likes him. So you're very surprised by what she says, and your answer should reflect that.	So yesterday Sarah asked me if I was going to John's Birthday party and I said no, I don't even like him.	You like John	you_1 like_2 john_3	contRecord_1_1_3.wav	1	18	18	1	contour_1543_1_1.wav	11.7092	20-Nov-13	12:22:18	12:22:30	Female	1986	English	yes	Intended Contradiction	Contradiction Contour	Object
1543	contour	6	3	It's true that your friend has never responded to one of their letters, but it's a well known fact that she is very rich, and you want to suggest that this might be why they keep trying, even if you're not sure whether they might have other reasons.	I don't really know why this foundation keeps asking me for donations, they should know that I don't respond well to soliciting.	You have money	you_1 have_2 money_3	contRecord_3_6_3.wav	1	19	19	1	contour_1543_6_3.wav	31.0592	20-Nov-13	12:22:31	12:23:02	Female	1986	English	yes	Intended Implication	Fall	Object
1543	contour	8	1	You know your friend is actually a pretty good dancer even if she hasn't had formal training, so you're very surprised to hear what she says and your answer should reflect that.	Matt asked me out for a dance, but I told him that I can't dance and that it would just be awkward.	You can dance	you_1 can_2 dance_3	contRecord_1_8_3.wav	1	20	20	1	contour_1543_8_1.wav	10.6676	20-Nov-13	12:23:02	12:23:13	Female	1986	English	yes	Intended Contradiction	Polarity Focus	Verb
1543	contour	4	2	Your friend always picks the cheese off her pizza, so you know she doesn't eat cheese. So you're very surprised by what she says, and your answer should reflect that.	Ooh the triple cheese omelette looks good. I like cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_2_4_3.wav	1	21	21	1	contour_1543_4_2.wav	14.0123	20-Nov-13	12:23:14	12:23:28	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	1	2	Just the other day your friend was bad-talking John, so you know for a fact that she doesn't like him.  So you're very surprised by what she says, and your answer should reflect that.	Yesterday Sarah kept saying mean things about John and I was really uncomfortable because John's a nice guy, I really like him.	You like John	you_1 like_2 john_3	contRecord_2_1_3.wav	1	22	22	1	contour_1543_1_2.wav	15.5652	20-Nov-13	12:23:28	12:23:44	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1543	contour	3	3	Your friend always cuddles with your cat when she comes over. So you think she likes cats, but you're not sure whether there any other animals that she might like.	She asked what my favorite animal is, but I'm not really sure, I'm just not an animal person. 	You like cats	you_1 like_2 cats_3	contRecord_3_3_3.wav	1	23	23	1	contour_1543_3_3.wav	13.3321	20-Nov-13	12:23:44	12:23:58	Female	1986	English	yes	Intended Implication	RFR	Object
1543	contour	5	1	You know for a fact that your friend went shopping yesterday because you were with her when she went to the mall. So you're very surprised by what she says, and your answer should reflect that.	Today my Mom told me I'm addicted to shopping, so I told her I didn't go shopping at all yesterday.	You went shopping	you_1 went_2 shopping_3	contRecord_1_5_3.wav	1	24	24	1	contour_1543_5_1.wav	14.599	20-Nov-13	12:23:59	12:24:14	Female	1986	English	yes	Intended Contradiction	Polarity Focus	Verb
1543	contour	9	3	You know that your friend has a bike, and that she's just being lazy, so you want to suggest that she could in fact get there by bike, though you're not sure if there might be other options.	I can't join you because it starts after the metro stops running, and I have no way of getting there.	You have a bike	you_1 have_2 a bike_3	contRecord_3_9_3.wav	1	25	25	1	contour_1543_9_3.wav	16.766	20-Nov-13	12:24:15	12:24:32	Female	1986	English	yes	Intended Implication	RFR	Object
1543	contour	2	1	Yesterday at Starbucks your friend ordered tea and you know for a fact that she drinks tea. So you're very surprised by what she says, and your answer should reflect that.	Yesterday I got home and my mom had made me tea. Ick. I never drink tea.	You drink tea	you_1 drink_2 tea_3	contRecord_1_2_3.wav	1	26	26	1	contour_1543_2_1.wav	10.7812	20-Nov-13	12:24:32	12:24:43	Female	1986	English	yes	Intended Contradiction	Contradiction Contour	Object
1543	contour	7	2	You told your friend earlier today that you need to get in touch with Manuel, but you didn't know how to contact him. At the time she just shrugged and didn't offer any help, so you assumed she didn't know him. So you're very surprised by what she says, and your answer should reflect that.	I just talked to Manuel, we're going to meet up later.	You know Manuel	you_1 know_2 Manuel_3	contRecord_2_7_3.wav	1	27	27	1	contour_1543_7_2.wav	12.9169	20-Nov-13	12:24:44	12:24:57	Female	1986	English	yes	Intended Incredulity	Yes/No Rise	Object
1549	contour	3	2	Your friend hates coming to your house because you own a cat. You know for a fact that she dislikes cats. So you're very surprised by what she says, and your answer should reflect that.	Dylan just got a new kitten! I can't wait to go see it, I like cats.	You like cats	you_1 like_2 cats_3	contRecord_2_3_3.wav	2	2	2	1	contour_1549_3_2.wav	22.2561	04-Dec-13	9:48:34	9:48:56	Male	1991	English	yes	Intended Incredulity	Yes/No Rise	Object
1549	contour	4	1	You always orders pizza when you two hang out. You know for a fact that your friend eats cheese. So you're very surprised by what she says, and your answer should reflect that.	I don't like poutine because there's cheese on it! I don't eat cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_1_4_3.wav	2	1	1	1	contour_1549_4_1.wav	19.6611	04-Dec-13	9:48:11	9:48:31	Male	1991	English	yes	Intended Contradiction	Fall	Object
1549	contour	1	1	Your friend spent the whole day with John yesterday and you know for a fact that she likes him. So you're very surprised by what she says, and your answer should reflect that.	So yesterday Sarah asked me if I was going to John's Birthday party and I said no, I don't even like him.	You like John	you_1 like_2 john_3	contRecord_1_1_3.wav	2	5	5	1	contour_1549_1_1.wav	21.3758	04-Dec-13	9:49:45	9:50:07	Male	1991	English	yes	Intended Contradiction	Fall	Object
1549	contour	9	2	You're surprised to hear that your friend wants to go on a bike ride, because usually she is allergic to any form of exercise. In fact, you're very surprised she even has a bike, and your answer should reflect that.	Hey, do you want to come for a bike ride down to the old town?	You have a bike	you_1 have_2 a bike_3	contRecord_2_9_3.wav	2	6	6	1	contour_1549_9_2.wav	13.2987	04-Dec-13	9:50:07	9:50:21	Male	1991	English	yes	Intended Incredulity	Yes/No Rise	Object
1549	contour	7	1	You know for a fact that your friend knows Manuel because you are all in the same biology class together. So you're very surprised by what she says, and your answer should reflect that.	Jim was just asking me if I've seen Manuel, and I told him I don't know any Manuel.	You know Manuel	you_1 know_2 Manuel_3	contRecord_1_7_3.wav	2	7	7	1	contour_1549_7_1.wav	13.4089	04-Dec-13	9:50:21	9:50:35	Male	1991	English	yes	Intended Contradiction	Fall	Object
